,squareMeters,price
425,94388,9446167.6
426,18041,1817658.6
427,18220,1833031.3
428,39342,3946165.4
429,66570,6657976.8
430,34592,3465076.4
431,38700,3880396.6
432,32060,3211741.7
433,8305,838488.1
434,40080,4011225.8
435,89335,8938823.4
436,78546,7864949.1
437,50066,5015729.8
438,37008,3708694.3
439,32876,3299047.8
440,98266,9838529.0
441,53665,5379979.2
442,33469,3362757.6
443,42578,4264812.3
444,64329,6436473.9
445,29512,2955396.2
446,241,29643.3
447,32709,3284181.6
448,29271,2938810.1
449,15542,1556824.6
450,94951,9498811.4
451,12296,1233872.8
452,42390,4245306.1
453,2157,222104.1
454,70576,7061024.3
455,22232,2230267.5
456,31368,3142605.7
457,2713,273858.0
458,40939,4097363.7
459,84892,8492982.7
460,43332,4336691.2
461,39445,3947777.0
462,82032,8209534.4
463,813,84647.8
464,43432,4347238.0
465,80988,8104253.5
466,99444,9947284.1
467,37618,3766350.8
468,63973,6405935.2
469,99107,9916550.8
470,71519,7156303.2
471,91841,9185367.1
472,28467,2855561.9
473,77075,7713855.2
474,91776,9184100.1
475,69948,7006951.7
476,68593,6867934.1
477,56774,5682955.5
478,84577,8467175.1
479,78835,7887862.2
480,59073,5909662.3
481,6704,682123.2
482,20968,2100783.2
483,64244,6435074.1
484,54133,5426671.3
485,90842,9092168.5
486,51780,5184160.1
487,38722,3876450.8
488,51127,5119947.6
489,31802,3184469.0
490,26770,2687139.6
491,63839,6389327.9
492,56181,5630006.6
493,91757,9182239.2
494,54200,5423195.0
495,29788,2983377.1
496,29180,2923248.9
497,30630,3072463.6
498,81114,8118084.7
499,96016,9605401.8
500,8977,905963.4
501,92508,9257332.6
502,38804,3885083.0
503,34830,3488181.3
504,48540,4856286.6
505,25680,2573981.9
506,73224,7330502.1
507,29589,2973362.6
508,96469,9651382.4
509,35039,3511457.4
510,99592,9963329.7
511,70433,7045037.8
512,73644,7365392.8
513,77211,7725844.6
514,36429,3651244.9
515,90334,9037622.0
516,51993,5208507.3
517,44476,4450503.3
518,31661,3168722.0
519,68275,6833270.0
520,85429,8553293.6
521,90162,9023922.2
522,81619,8173020.4
523,65324,6538401.9
524,4368,443641.1
525,24525,2461959.9
526,20949,2102983.3
527,23609,2364571.7
528,68084,6809686.9
529,73406,7351988.7
530,50638,5068736.6
531,5457,547357.2
532,73337,7337758.5
533,95339,9535650.3
534,63237,6330589.9
535,30831,3084723.8
536,57897,5801637.3
537,87418,8743030.5
538,20640,2073310.5
539,35634,3568972.8
540,87156,8722474.9
541,80556,8062244.1
542,70942,7102693.9
543,38688,3877141.2
544,83937,8396191.2
545,92655,9267281.6
546,35110,3526172.5
547,61208,6126371.1
548,47781,4779776.3
549,23737,2380599.3
550,83460,8347291.7
551,55736,5582770.7
552,15429,1550188.1
553,74290,7433059.6
554,85256,8530096.9
555,9380,945451.3
556,13414,1350225.4
557,91716,9184104.6
558,95828,9589468.4
559,98478,9852730.7
560,70874,7097321.1
561,78217,7828401.3
562,81101,8118370.7
563,46883,4691844.9
564,69319,6936067.9
565,95288,9543817.0
566,50589,5061508.8
567,65155,6521547.4
568,6049,608869.0
569,25386,2543209.1
570,1270,131117.1
571,88561,8860454.4
572,71676,7178514.9
573,82016,8211272.4
574,21698,2179801.1
575,476,57103.9
576,16114,1620468.0
577,55707,5573001.4
578,53633,5370339.0
579,29578,2959100.3
580,51757,5178222.9
581,80386,8045146.4
582,60136,6020434.5
583,15850,1596900.0
584,29362,2940727.0
585,60366,6042370.5
586,9167,923577.4
587,18586,1862622.7
588,69443,6947198.3
589,21015,2107213.3
590,79337,7940161.6
591,84947,8498951.4
592,99665,9976093.0
593,25493,2555724.7
594,50580,5072667.8
595,71040,7110801.5
596,63320,6338701.3
597,50465,5051447.4
598,65919,6596228.3
599,76489,7655928.2
600,50093,5013597.9
601,50118,5016630.8
602,25309,2535294.2
603,98191,9828436.0
604,1607,167249.4
605,4410,444238.4
606,2374,249562.8
607,94990,9504433.8
608,18281,1840231.6
609,64879,6491104.1
610,54812,5482093.0
611,605,71250.5
612,27253,2736783.0
613,17357,1738079.8
614,54097,5416865.6
615,95281,9533000.0
616,69440,6950509.4
617,44395,4443692.2
618,48270,4838349.0
619,30572,3058110.8
620,63719,6375632.2
621,45827,4590725.6
622,70488,7054483.0
623,79822,7987847.3
624,27171,2724534.7
625,58330,5837640.2
626,87826,8790247.7
627,49389,4940959.3
628,56931,5704458.4
629,66503,6655758.0
630,88112,8813820.1
631,43587,4360172.5
632,86152,8619787.2
633,81573,8163076.2
634,72599,7262443.7
635,43876,4388329.3
636,10040,1010790.4
637,40177,4019219.1
638,21703,2183649.9
639,57236,5730262.0
640,17863,1795013.9
641,85272,8531221.5
642,91931,9197803.6
643,29411,2948395.7
644,37163,3718311.4
645,26440,2651410.6
646,9868,992632.3
647,55250,5534691.5
648,1121,126775.0
649,26528,2660108.2
650,18362,1842236.9
651,40581,4068225.8
652,89084,8911966.0
653,90643,9074993.2
654,70868,7096273.5
655,17252,1726850.0
656,45647,4580938.9
657,64654,6471114.2
658,87668,8769343.7
659,97688,9775672.0
660,5468,553320.2
661,63509,6356517.6
662,98262,9827936.1
663,67735,6777979.0
664,19728,1977828.8
665,39191,3921295.1
666,34585,3471454.8
667,56666,5671002.0
668,4920,498937.3
669,23043,2309235.7
670,86042,8610684.0
671,84978,8508647.0
672,66940,6700142.6
673,69592,6964235.0
674,46558,4663394.9
675,30925,3104280.6
676,39975,4005185.6
677,8808,887645.4
678,7131,719772.5
679,49063,4909260.1
680,79093,7915505.4
681,95157,9527400.2
682,43412,4352882.0
683,23127,2327821.5
684,63397,6344621.3
685,6078,614702.4
686,70367,7043100.5
687,31471,3149214.0
688,84503,8455991.4
689,25661,2567320.4
690,65823,6587187.9
691,40351,4037323.6
692,65816,6590874.9
693,9897,997040.7
694,74556,7461430.1
695,77324,7746689.0
696,19054,1915949.7
697,19467,1953949.5
698,23917,2396597.2
699,27581,2763880.8
700,7021,707889.8
701,86898,8700597.7
702,35752,3584645.4
703,80254,8032718.4
704,43729,4386441.0
705,14296,1438655.1
706,60263,6027298.2
707,56348,5645570.3
708,20462,2051424.9
709,35966,3600448.9
710,23790,2387891.7
711,62563,6268203.4
712,74693,7476380.7
713,69815,6994868.1
714,31372,3141888.0
715,47377,4742430.5
716,21748,2180962.1
717,74938,7496677.0
718,84747,8483566.4
719,52843,5291087.4
720,94638,9465407.4
721,57035,5710846.8
722,10031,1007605.4
723,87362,8743936.5
724,50571,5063431.8
725,69918,6995676.5
726,42217,4228208.9
727,76907,7694726.7
728,15500,1554517.0
729,53304,5337897.2
730,1973,201809.0
731,91112,9121414.1
732,76204,7628150.0
733,97471,9756243.3
734,88887,8897254.5
735,38490,3853460.7
736,72450,7250244.8
737,88367,8837449.8
738,30782,3082971.0
739,5033,508665.1
740,26519,2656599.4
741,65934,6597942.7
742,98106,9811465.2
743,6577,662852.6
744,18250,1829113.1
745,40783,4086725.2
746,33156,3323470.4
747,47523,4760526.6
748,79604,7965563.6
749,95762,9583086.4
750,31317,3142581.5
751,788,82042.4
752,41188,4122637.2
753,62282,6229623.0
754,45979,4600373.4
755,35828,3583375.8
756,84540,8455482.7
757,70288,7034567.1
758,44681,4480399.5
759,8856,895829.6
760,45730,4583276.8
761,59478,5950543.2
762,31692,3172857.7
763,58737,5882539.4
764,32100,3213786.7
765,67663,6775397.4
766,59810,5991500.6
767,86186,8620785.0
768,38030,3803961.0
769,48331,4839984.9
770,27856,2795386.6
771,70976,7101406.8
772,90180,9023962.4
773,54646,5479242.7
774,42024,4205806.3
775,8969,908919.3
776,38926,3902208.7
777,80419,8043741.8
778,5585,564773.9
779,91651,9172889.6
780,5443,549119.0
781,15355,1544783.2
782,6963,703519.5
783,77261,7727179.7
784,26694,2672253.4
785,79744,7979395.2
786,32084,3214809.5
787,93703,9377879.8
788,78984,7910102.4
789,369,39316.3
790,10697,1074445.9
791,13349,1339458.4
792,25791,2582155.5
793,96687,9676763.6
794,41083,4114499.7
795,63078,6316522.5
796,33935,3400557.5
797,30104,3016757.6
798,44414,4449908.3
799,95116,9518424.0
800,16996,1708754.5
801,15290,1533827.9
802,57562,5756919.8
803,22786,2281031.1
804,84540,8459024.0
805,41168,4123023.2
806,33622,3371927.4
807,66878,6692131.6
808,9815,989932.0
809,81392,8143562.9
810,95375,9545994.8
811,29917,2998840.1
812,16336,1636600.8
813,90836,9086961.1
814,60244,6034513.5
815,43030,4310671.0
816,5504,559951.0
817,37620,3764885.4
818,6313,640633.4
819,52251,5231126.5
820,75749,7579803.0
821,31113,3122972.0
822,18972,1902042.0
823,28769,2881959.1
824,44539,4454837.7
825,17643,1765047.4
826,52079,5217238.5
827,76906,7692420.9
828,88655,8875673.7
829,87554,8769996.0
830,7889,793852.0
831,33185,3325883.8
832,81860,8190448.0
833,16335,1635816.5
834,23164,2322369.2
835,50839,5091375.9
836,17432,1751212.3
837,94930,9499136.1
838,47601,4765720.1
839,57143,5716057.1
840,90614,9065677.6
841,43245,4325940.3
842,96666,9672165.8
843,49608,4965463.2
844,15385,1548993.3
845,14973,1501528.8
846,82285,8229649.4
847,89520,8952698.7
848,31454,3148909.2
849,63341,6338314.1
850,91166,9123483.5
851,86153,8627514.0
852,24519,2456369.1
853,17458,1751679.8
854,48568,4860230.1
855,14881,1498063.7
856,61123,6123098.5
857,3854,393085.9
858,86908,8695385.4
859,55366,5540333.1
860,17051,1710016.3
861,14436,1444902.2
862,34220,3430761.6
863,95215,9522466.9
864,82140,8215500.3
865,5706,574164.5
866,35778,3580006.2
867,73323,7334601.0
868,97544,9760573.4
869,74037,7410767.7
870,27244,2731619.6
871,7812,786725.2
872,95800,9591195.0
873,4442,450428.6
874,71399,7141237.6
875,8223,828761.9
876,49694,4973672.1
877,71661,7173346.4
878,98826,9894829.7
879,92000,9203514.1
880,82274,8237371.3
881,28957,2903240.2
882,45273,4531464.7
883,27649,2770975.7
884,78681,7884526.5
885,30383,3049140.0
886,16205,1626165.0
887,35821,3589966.3
888,96601,9665463.5
889,34075,3415018.5
890,64246,6435521.5
891,8732,876520.1
892,15807,1587804.0
893,41409,4149403.3
894,84748,8480498.3
895,95514,9557636.6
896,19596,1965484.7
897,26886,2692355.1
898,5017,506461.3
899,817,87408.3
900,56381,5646091.9
901,45464,4549774.1
902,63992,6405553.5
903,81411,8149663.8
904,67053,6707304.9
905,13560,1361612.1
906,59993,6009243.5
907,95568,9562024.2
908,50873,5089609.8
909,56885,5699848.1
910,72193,7224575.2
911,39210,3923171.1
912,82468,8250786.9
913,64882,6493005.0
914,98864,9892826.6
915,71061,7118344.8
916,46585,4662821.0
917,41976,4205798.0
918,52165,5221495.8
919,89999,9004222.0
920,65611,6563935.9
921,16067,1610057.7
922,57970,5811905.3
923,50373,5043556.3
924,12079,1213149.0
925,36670,3676149.3
926,2122,219749.0
927,88458,8853221.2
928,70603,7065124.2
929,70091,7019102.9
930,3886,398355.1
931,64932,6496287.6
932,4434,453660.9
933,79441,7949525.1
934,53077,5317242.2
935,91526,9154926.8
936,91334,9142863.7
937,38674,3881695.5
938,83033,8313113.6
939,76692,7673297.7
940,9468,952050.6
941,1347,142485.8
942,74970,7509123.0
943,87957,8800891.4
944,31560,3159643.4
945,23804,2386532.8
946,21765,2184139.0
947,11192,1129884.5
948,91569,9166813.6
949,23554,2365037.0
950,95444,9547388.2
951,35447,3550859.7
952,87502,8761066.9
953,56188,5627165.8
954,58234,5826681.5
955,11130,1123958.1
956,84920,8498090.8
957,52593,5266675.7
958,71830,7198524.0
959,60443,6050123.0
960,87140,8719038.1
961,20466,2050714.2
962,98983,9907159.5
963,97600,9766250.4
964,84478,8455893.2
965,94293,9434658.4
966,79363,7939687.0
967,82102,8212467.6
968,68916,6893475.3
969,79078,7911742.8
970,78304,7838249.0
971,16318,1641389.8
972,32263,3235937.8
973,95800,9585132.1
974,26659,2677314.0
975,74995,7505553.1
976,18399,1841652.0
977,14099,1417841.9
978,59805,5986841.1
979,83388,8339971.6
980,34049,3413350.2
981,80863,8089383.3
982,48854,4890551.2
983,93002,9302663.2
984,68895,6891689.5
985,50058,5009004.5
986,93342,9340733.0
987,87586,8759529.7
988,59564,5962905.0
989,94512,9457140.2
990,35145,3515730.8
991,36050,3611909.1
992,69630,6973784.9
993,7019,705568.8
994,3633,375162.2
995,17193,1724888.8
996,72730,7276501.3
997,50152,5018454.5
998,88898,8902046.8
999,48819,4887042.5
1000,92649,9271774.1
1001,42485,4251851.7
1002,65867,6593211.4
1003,2372,241014.3
1004,60514,6059360.9
1005,93564,9370487.9
1006,40622,4071155.9
1007,24490,2452012.9
1008,24386,2445795.7
1009,83072,8312353.4
1010,65741,6575564.0
1011,48867,4889559.3
1012,18148,1821559.0
1013,20444,2049492.3
1014,95591,9560516.3
1015,46572,4658899.3
1016,12849,1290147.1
1017,21370,2142261.9
1018,13131,1321934.3
1019,4489,453812.6
1020,59286,5940315.1
1021,38370,3840886.8
1022,44479,4453151.1
1023,27738,2780182.8
1024,82680,8273795.7
1025,52687,5271994.4
1026,77043,7709349.3
1027,58041,5810358.6
1028,56147,5621340.6
1029,96006,9609774.3
1030,92541,9255462.2
1031,20978,2100765.6
1032,9210,926256.0
1033,87699,8777421.0
1034,81260,8127110.2
1035,94015,9409921.2
1036,33979,3402494.4
1037,81065,8116681.0
1038,61028,6104386.6
1039,31419,3147602.9
1040,70080,7018061.4
1041,58314,5836299.3
1042,92128,9223230.9
1043,61615,6162767.4
1044,92722,9283890.9
1045,35755,3578043.3
1046,59834,5992116.8
1047,76297,7637924.3
1048,89286,8933700.6
1049,46367,4648492.7
1050,7591,765416.6
1051,37965,3799673.0
1052,3155,323586.5
1053,9845,988800.2
1054,6363,643101.3
1055,77566,7762684.9
1056,99918,10002945.0
1057,1108,112384.0
1058,73867,7391147.9
1059,3822,392397.9
1060,85911,8598134.4
1061,59582,5965453.1
1062,92522,9259875.5
1063,71418,7147130.4
1064,15975,1604852.1
1065,26721,2676647.3
1066,27230,2730690.0
1067,69664,6973278.9
1068,59702,5979963.4
1069,88079,8810981.7
1070,7464,749433.7
1071,36836,3690931.9
1072,81118,8114549.1
1073,21941,2202238.2
1074,56509,5654739.9
1075,2877,296378.5
1076,5013,504173.9
1077,14745,1486405.3
1078,36511,3652333.3
1079,49953,5007612.1
1080,65297,6536489.7
1081,9457,953108.4
1082,14224,1433009.3
1083,92860,9291439.8
1084,82109,8215749.0
1085,82907,8297847.0
1086,85467,8552777.6
1087,48861,4890753.2
1088,20851,2091090.4
1089,54531,5456185.6
1090,71923,7196257.2
1091,87018,8707002.5
1092,82525,8258910.8
1093,1562,161885.3
1094,55877,5589583.4
1095,29392,2944295.3
1096,61067,6109873.8
1097,92725,9283435.3
1098,86614,8671187.6
1099,85022,8508095.2
1100,95388,9543098.8
1101,389,43545.0
1102,22254,2233861.1
1103,17518,1760239.8
1104,56997,5704164.0
1105,76149,7619731.9
1106,26223,2630045.4
1107,88914,8899500.5
1108,53822,5383902.8
1109,22451,2251128.9
1110,51678,5175264.6
1111,77383,7746930.4
1112,46018,4612424.3
1113,43691,4375504.3
1114,55209,5532468.6
1115,24052,2410520.5
1116,21482,2156342.1
1117,34713,3475991.0
1118,20395,2041658.0
1119,2599,267488.4
1120,81472,8157989.3
1121,69945,6998212.4
1122,61139,6127221.6
1123,28899,2892484.7
1124,23210,2321968.4
1125,48670,4874367.5
1126,60256,6033836.6
1127,81902,8192941.0
1128,22606,2271736.8
1129,56613,5673842.0
1130,54822,5485078.6
1131,46536,4660099.7
1132,61502,6158082.9
1133,42079,4213303.1
1134,1693,174850.6
1135,28617,2866340.5
1136,94394,9441848.6
1137,71714,7175059.6
1138,28076,2819687.4
1139,88642,8872635.1
1140,99532,9954865.3
1141,70707,7077984.1
1142,68985,6910322.7
1143,20469,2057093.3
1144,64930,6510156.1
1145,47275,4731933.0
1146,88658,8869471.5
1147,51476,5155902.7
1148,15351,1539085.3
1149,66990,6708186.1
1150,99338,9941123.7
1151,18376,1842716.7
1152,16214,1629077.5
1153,42477,4252254.1
1154,1331,135115.6
1155,32433,3253892.9
1156,16888,1694620.6
1157,45206,4527173.4
1158,77936,7799946.1
1159,52324,5240655.9
1160,94565,9463275.4
1161,38273,3832850.2
1162,50109,5016997.5
1163,1887,194035.5
1164,43891,4394008.5
1165,43621,4364041.0
1166,93924,9396009.2
1167,70589,7065959.9
1168,15729,1575961.8
1169,36849,3689400.8
1170,68365,6841624.1
1171,52478,5252648.2
1172,67012,6707398.4
1173,61335,6137391.8
1174,3535,358689.5
1175,79620,7965223.9
1176,53596,5369695.0
1177,74621,7468927.3
1178,21749,2181457.1
1179,60899,6099761.4
1180,7957,805480.1
1181,35941,3596784.1
1182,97772,9781828.3
1183,66508,6652899.0
1184,30862,3091919.1
1185,25872,2589819.1
1186,81653,8173862.7
1187,3261,330590.0
1188,86301,8634295.6
1189,31810,3183159.4
1190,49386,4943038.0
1191,82353,8238845.1
1192,25998,2618078.1
1193,43120,4322504.0
1194,82202,8227582.4
1195,51966,5202574.4
1196,74988,7513503.2
1197,35412,3555286.4
1198,18179,1822705.4
1199,35375,3547670.6
1200,75731,7581003.7
1201,40227,4030969.7
1202,93046,9312840.0
1203,16979,1706608.2
1204,45273,4535019.7
1205,62247,6231793.0
1206,44913,4493550.5
1207,60745,6084063.5
1208,93571,9361586.8
1209,15186,1523188.1
1210,32024,3207302.9
1211,30579,3064236.2
1212,83117,8314925.3
1213,75189,7523363.5
1214,6121,618710.4
1215,47554,4765507.0
1216,38525,3861258.8
1217,76623,7663621.1
1218,56430,5651930.3
1219,89237,8935828.4
1220,42495,4254092.8
1221,2930,298074.2
1222,34336,3442471.3
1223,39222,3929495.1
1224,36428,3646080.5
1225,9852,992182.0
1226,27197,2727914.1
1227,30176,3024957.1
1228,40057,4007722.0
1229,54379,5447444.2
1230,35131,3515398.1
1231,30872,3088148.2
1232,94569,9464117.0
1233,35714,3578983.3
1234,63182,6326321.0
1235,35122,3519372.3
1236,49171,4931736.4
1237,83780,8382464.0
1238,87781,8789651.1
1239,93437,9350312.9
1240,51477,5152795.1
1241,33028,3307652.6
1242,78173,7819707.6
1243,85424,8548350.5
1244,41303,4132922.1
1245,96859,9697543.0
1246,43455,4353454.0
1247,66050,6616556.8
1248,56659,5671005.2
1249,58597,5867655.1
1250,78552,7861906.8
1251,36565,3658403.7
1252,97843,9790045.2
1253,49777,4984030.0
1254,94847,9493047.1
1255,5886,594670.1
1256,85083,8511641.4
1257,60153,6021519.4
1258,13553,1360671.7
1259,90797,9082814.8
